"管理用番号","市町村コード","基準地番号・標準地番号(最新年)","地価調査・地価公示の別","用途","所在(市町村名)","所在(大字以降)","所在(住居表示)","経度(世界測地系)","緯度(世界測地系)","平成5年(1993)","平成6年(1994)","平成7年(1995)","平成8年(1996)","平成9年(1997)","平成10年(1998)","平成11年(1999)","平成12年(2000)","平成13年(2001)","平成14年(2002)","平成15年(2003)","平成16年(2004)","平成17年(2005)","平成18年(2006)","平成19年(2007)","平成20年(2008)","平成21年(2009)","平成22年(2010)","平成23年(2011)","平成24年(2012)","平成25年(2013)","平成26年(2014)","平成27年(2015)","平成28年(2016)","平成29年(2017)","平成30年(2018)","平成31年(2019)","令和2年(2020)","経度","緯度","分類"
"100170","303917","みなべ-2","地価公示","住宅","みなべ町","芝字芝添６７０番１","","135.3238538","33.77139755","","61,000","61,000","61,000","61,000","61,000","61,000","60,500","60,000","59,200","58,100","56,500","55,000","53,800","52,700","51,500","49,500","47,400","45,200","42,800","40,600","38,500","36,600","35,500","34,500","33,800","33,200","32,700","135.323853800004","33.7713975500004","R02地価公示標準地"
"100173","304018","白浜-1","地価公示","住宅","白浜町","字_田奥１０８８番１０","","135.3488142","33.68728933","","105,000","105,000","105,000","104,000","103,000","101,000","98,000","94,300","89,000","83,400","77,500","71,300","67,200","64,000","61,100","58,000","54,800","51,600","49,000","45,600","43,200","41,300","40,000","39,500","39,100","39,100","39,000","135.348814200005","33.6872893300018","R02地価公示標準地"
"100174","304018","白浜-2","地価公示","住宅","白浜町","堅田字坂巻２７６０番４４","","135.3876566","33.66465846","","66,000","66,000","66,000","66,000","66,000","65,000","63,800","61,500","58,000","55,000","52,400","48,200","45,700","43,300","41,300","39,600","37,900","36,300","35,000","34,400","33,900","33,900","34,000","34,200","34,400","34,500","34,600","135.387656600004","33.6646584599973","R02地価公示標準地"
"100200","304018","白浜-3","地価公示","住宅","白浜町","日置字海蔵寺前１６９番６","","135.4450041","33.56928109","","","","","","","","","","","","","","","","","","","","","17,400","16,500","15,700","15,200","14,800","14,500","14,300","14,100","135.445004100005","33.5692810899993","R02地価公示標準地"
"100178","304042","上富田-1","地価公示","住宅","上富田町","朝来字沖之芝７９３番１","","135.4275413","33.69476964","","","","","","","","","","","","47,800","46,300","44,900","43,500","42,500","41,400","40,100","38,500","37,000","36,200","35,600","35,000","34,800","34,700","34,600","34,500","34,500","135.427541300006","33.69476964","R02地価公示標準地"
"100179","304042","上富田-2","地価公示","住宅","上富田町","南紀の台１８０５番４９０","南紀の台１９－２８","135.4035846","33.70028303","","","","","","71,000","69,000","66,800","64,200","60,500","56,000","51,000","46,000","44,000","41,000","38,900","36,900","33,900","31,500","29,500","28,700","28,700","29,700","30,400","31,100","31,900","32,700","33,500","135.403584600004","33.7002830299983","R02地価公示標準地"
"100229","304069","すさみ-1","地価公示","住宅","すさみ町","周参見字中之町４２３３番","","135.494154","33.547963","","","","","","","","","","","","","","","","","","","","","","","","","","","","19,500","135.494154000008","33.5479629999978","R02地価公示標準地"
"100182","304069","すさみ-2","地価公示","住宅","すさみ町","周参見字山本１８２４番１","","135.490904","33.55714816","","","","","","","","17,800","17,600","17,300","17,000","16,700","16,400","16,100","16,000","15,900","15,500","14,900","14,300","13,700","13,100","12,600","12,100","11,800","11,500","11,300","11,100","10,900","135.490904000008","33.5571481599982","R02地価公示標準地"
"100184","304212","那智勝浦-1","地価公示","住宅","那智勝浦町","大字天満字須﨑７４９番５","","135.9369506","33.63399049","","65,000","65,000","65,000","65,000","64,700","64,000","61,800","60,000","58,500","56,000","53,200","50,000","47,400","45,300","43,300","41,500","39,600","36,800","33,600","31,000","30,000","29,000","28,100","27,500","27,000","26,600","26,200","135.936950600005","33.6339904899984","R02地価公示標準地"
"100203","304212","那智勝浦-2","地価公示","住宅","那智勝浦町","大字宇久井字鍛治谷口１７３０番１５１","","135.9607834","33.65951412","","","","","","","","","","","","","","","","","","","","","","25,100","25,100","25,000","24,500","24,100","23,800","23,600","135.960783400003","33.6595141199986","R02地価公示標準地"
"100187","304221","太地-1","地価公示","住宅","太地町","大字森浦字汐入５５１番３９","","135.9333689","33.59153261","","40,000","40,000","40,000","40,000","40,000","39,600","39,200","38,800","37,800","36,800","34,800","32,700","31,000","29,700","28,900","28,000","26,500","24,700","22,400","20,300","19,000","18,000","17,200","16,600","16,100","15,700","15,300","135.933368900006","33.5915326099967","R02地価公示標準地"
"100188","304221","太地-2","地価公示","住宅","太地町","大字太地字丹甫３５６９番４","","135.9448289","33.58860715","","60,000","60,000","60,000","59,500","59,000","57,500","56,200","54,500","52,800","50,400","47,500","44,500","42,000","39,900","38,200","36,200","34,200","31,700","28,800","26,100","24,700","23,700","22,900","22,200","21,600","21,100","20,700","135.944828900004","33.5886071499999","R02地価公示標準地"
